3.0,48.0,16.0,20.0,6.6667,8.0,2.159,5.0,2.7343,11.3862,1.2468,11.2545,1.7699,3.0,30.0,10.0,25.0,8.3333,6.0,1.5851,6.0,2.8587,13.8113,1.8572,11.9112,1.5949,1.0,46.0,46.0,23.0,23.0,7.0,2.3148,9.0,2.2578,15.1079,1.1468,11.2389,1.3237,1.0,449.164479411
2.0,33.0,16.5,25.0,12.5,7.0,2.0729,8.0,2.4771,12.8693,1.1427,11.4672,1.9415,4.0,30.0,7.5,17.0,4.25,5.0,2.2035,5.0,2.2973,13.1089,1.5688,11.5384,1.2146,4.0,42.0,10.5,21.0,5.25,3.0,1.6167,4.0,2.9136,14.6001,1.5192,13.4582,1.7711,1.0,368.656878413
4.0,37.0,9.25,18.0,4.5,7.0,1.6018,9.0,2.3278,11.9682,1.8094,14.2073,1.8396,1.0,45.0,45.0,17.0,17.0,3.0,1.9972,9.0,2.7411,16.3801,1.7223,12.0025,1.6914,3.0,43.0,14.3333,19.0,6.3333,8.0,1.6432,7.0,2.4024,15.4256,1.2666,11.7729,1.056,1.0,431.215254082
2.0,48.0,24.0,18.0,9.0,7.0,2.0194,9.0,2.9649,12.3191,1.8041,11.9892,1.8261,1.0,41.0,41.0,20.0,20.0,5.0,1.5497,7.0,2.3114,12.4721,1.9487,11.826,1.6586,2.0,30.0,15.0,16.0,8.0,5.0,2.1983,9.0,2.3089,16.3064,1.0314,11.4976,1.8058,1.0,438.268151436
2.0,32.0,16.0,24.0,12.0,8.0,2.3551,8.0,2.9098,12.0495,1.0429,11.9976,1.0334,3.0,46.0,15.3333,16.0,5.3333,6.0,1.9584,5.0,2.871,11.3824,1.7454,14.1388,1.7392,1.0,47.0,47.0,16.0,16.0,7.0,2.4464,9.0,2.1605,12.4667,1.7312,14.0054,1.2997,1.0,441.734383869
4.0,31.0,7.75,23.0,5.75,3.0,2.1021,5.0,2.2847,16.3353,1.9165,12.2159,1.2594,3.0,35.0,11.6667,19.0,6.3333,4.0,2.099,5.0,2.1073,12.6843,1.0543,12.013,1.8248,4.0,42.0,10.5,17.0,4.25,3.0,1.838,5.0,2.9488,13.8489,1.1555,12.7914,1.7543,1.0,352.86397397
3.0,44.0,14.6667,23.0,7.6667,8.0,1.8462,8.0,2.7223,11.3183,1.4221,14.7128,1.5167,4.0,46.0,11.5,18.0,4.5,5.0,1.5083,7.0,2.1827,12.2472,1.1024,11.7793,1.7919,4.0,31.0,7.75,22.0,5.5,6.0,1.6744,7.0,2.3728,14.5154,1.4449,13.5409,1.0364,1.0,385.980778809
4.0,38.0,9.5,24.0,6.0,8.0,1.6923,7.0,2.5286,15.5175,1.2858,11.2991,1.193,2.0,37.0,18.5,20.0,10.0,4.0,1.7735,9.0,2.081,15.0023,1.436,14.6261,1.7108,4.0,48.0,12.0,18.0,4.5,5.0,2.0376,6.0,2.337,12.0417,1.1305,12.0045,1.6048,1.0,397.422972816
1.0,38.0,38.0,23.0,23.0,6.0,1.8262,4.0,2.9273,12.0739,1.7286,12.6083,1.2627,2.0,43.0,21.5,20.0,10.0,7.0,1.769,9.0,2.2614,13.0038,1.9653,14.402,1.6648,4.0,49.0,12.25,20.0,5.0,3.0,1.7967,5.0,2.569,13.4295,1.5117,13.1996,1.6464,1.0,447.285630467
1.0,43.0,43.0,22.0,22.0,6.0,2.1305,7.0,2.2697,12.4767,1.501,12.889,1.4692,4.0,49.0,12.25,23.0,5.75,7.0,1.9124,7.0,2.5131,12.1782,1.5794,12.554,1.9264,3.0,34.0,11.3333,15.0,5.0,4.0,1.7342,9.0,2.0401,11.7792,1.1765,14.2839,1.915,1.0,433.380035118
1.0,43.0,43.0,18.0,18.0,5.0,1.5771,8.0,2.9539,13.8979,1.8201,14.6963,1.8196,3.0,45.0,15.0,16.0,5.3333,8.0,1.9796,4.0,2.0325,12.1162,1.8462,14.015,1.1711,1.0,36.0,36.0,15.0,15.0,8.0,2.3223,8.0,2.3143,13.0696,1.2108,11.2757,1.2711,1.0,454.069750741
